ecosystem_name,ecosystem_block,rep,gas,estimate,p.value,date,average_temp_kelvin,total_vol_m3,flux,units
SW,2,4,ch4,-0.00653302796347662,0.03327284655465484,220812,305.05,0.008538549,-0.7683308903461701,mugc-ch4_m2_d
UP,1,1,ch4,-0.02377007219353623,0.05276240550126583,220812,306.45,0.009171934,-2.9891831625877225,mugc-ch4_m2_d
UP,1,2,ch4,-0.00701321977911738,0.00178685741081327,220812,306,0.009551964,-0.9198339413839773,mugc-ch4_m2_d
UP,1,3,ch4,-0.01135567364591889,5.432426517795399e-4,220812,305.55,0.007968503,-1.2443085532641869,mugc-ch4_m2_d
UP,1,4,ch4,-0.00474913248285919,0.12787526082839631,220812,305.75,0.007905165,-0.5159165855226577,mugc-ch4_m2_d
UP,2,1,ch4,-0.01023656875659225,0.0098060721513151,220812,306.3,0.00891858,-1.252344620631469,mugc-ch4_m2_d
UP,2,2,ch4,-0.00606851721830512,0.00247059779087423,220812,306.25,0.006765073,-0.563248066728026,mugc-ch4_m2_d
UP,2,3,ch4,-0.0043016919988529,0.3333333333333335,220812,305.2,0.008981918,-0.5319178929027971,mugc-ch4_m2_d
UP,2,4,ch4,-0.16346429595640954,NA,220812,305.75,0.008475211,-19.038279270423214,mugc-ch4_m2_d
SW,1,1,n2o,-8.472382952802986e-4,0.4556777317902379,220812,305.7,0.006385043,-0.2724787642796675,mugn-n2o_m2_d
SW,1,2,n2o,0.00923595676593029,0.21911790710990164,220812,306.5,0.007651811,3.550375946119097,mugn-n2o_m2_d
SW,1,3,n2o,1.8289054547477343e-4,0.846610393242027,220812,305.15,0.006955088,0.06418583656436214,mugn-n2o_m2_d
SW,1,4,n2o,4.938709943243311e-4,0.8189752047130266,220812,305.15,0.01012201,0.2522467641038212,mugn-n2o_m2_d
SW,2,1,n2o,-0.01132391271960119,0.02323379907424845,220812,305.6,0.007588473,-4.3296845148386,mugn-n2o_m2_d
SW,2,2,n2o,3.2160819844764245e-5,0.969459216432511,220812,308.6,0.007145104,0.011465643647372105,mugn-n2o_m2_d
SW,2,3,n2o,0.00677531908260942,0.1852638886221076,220812,305.3,0.007081765,2.4199319614819026,mugn-n2o_m2_d
SW,2,4,n2o,-5.088479678930363e-4,0.6936616441079406,220812,305.05,0.008538549,-0.2193106822320574,mugn-n2o_m2_d
UP,1,1,n2o,-0.00221274422224249,0.28355059272077565,220812,306.45,0.009171934,-1.01974411201376,mugn-n2o_m2_d
UP,1,2,n2o,-3.2817472757200496e-4,0.2313588873153935,220812,306,0.009551964,-0.15773754585543304,mugn-n2o_m2_d
UP,1,3,n2o,4.14544787940767e-4,0.3550628592696606,220812,305.55,0.007968503,0.16646564094107083,mugn-n2o_m2_d
UP,1,4,n2o,0.00165138153820784,0.10184681285966474,220812,305.75,0.007905165,0.6574316290859462,mugn-n2o_m2_d
UP,2,1,n2o,-2.482945070873616e-4,0.7840531871735912,220812,306.3,0.00891858,-0.11132033975666061,mugn-n2o_m2_d
UP,2,2,n2o,-1.6293340270082143e-4,0.776307026204285,220812,306.25,0.006765073,-0.05541983303738592,mugn-n2o_m2_d
UP,2,3,n2o,0.00151397549382984,0.0708453062496781,220812,305.2,0.008981918,0.6860599980508684,mugn-n2o_m2_d
UP,2,4,n2o,-0.02888762918065669,NA,220812,305.75,0.008475211,-12.329760759541276,mugn-n2o_m2_d
